date,U,TH,AC,PE,GR,SP,CNL
3363.59,2.575,7.591,74.089,4.95,50.912,76.394,16.773
3363.715,2.596,8.649,73.505,4.858,55.715,76.485,16.854
3363.84,2.631,9.842,74.93,4.723,60.401,76.575,17.386
3363.965,2.767,10.501,78.335,4.63,64.246,76.659,18.481
3364.09,3.145,10.625,82.761,4.624,68.75,76.736,20.078
3364.215,3.674,10.459,87.467,4.757,74.689,76.802,21.921
3364.34,4.044,10.187,91.276,4.954,79.324,76.856,23.22
3364.465,4.184,9.696,92.991,5.053,79.482,76.895,23.429
3364.59,4.188,8.524,92.181,5,74.976,76.918,22.639
3364.715,4.124,7.147,90.708,4.799,70.007,76.925,21.845
3364.84,4.02,6.276,89.893,4.54,67.789,76.916,21.68
3364.965,3.895,6.165,89.754,4.35,69.507,76.889,22.328
3365.09,3.68,6.296,89.404,4.282,72.284,76.847,23.104
3365.215,3.432,6.612,88.483,4.294,73.972,76.791,23.211
3365.34,3.199,7.28,86.667,4.284,73.338,76.721,22.197
3365.465,2.945,8.376,84.081,4.253,71.038,76.641,20.759
3365.59,2.629,9.675,81.578,4.239,68.555,76.552,19.637
3365.715,2.34,10.662,80.001,4.239,67.4,76.457,19.057
3365.84,2.123,11.182,78.897,4.223,67.534,76.359,18.703
3365.965,1.989,11.225,77.993,4.188,67.356,76.259,18.292
3366.09,1.909,10.759,77.392,4.218,65.898,76.16,17.799
3366.215,1.874,9.947,76.926,4.364,64.43,76.064,17.379
3366.34,1.857,9.065,76.534,4.572,64.314,75.973,17.196
3366.465,1.851,8.194,76.308,4.765,64.093,75.887,17.175
3366.59,1.832,7.388,76.127,4.944,62.569,75.809,17.097
3366.715,1.778,7.047,75.648,5.114,60.19,75.739,16.714
3366.84,1.777,7.138,74.823,5.223,58.365,75.677,16.171
3366.965,1.943,7.301,73.887,5.241,57.473,75.626,15.79
3367.09,2.289,7.25,73.139,5.23,57.102,75.585,15.837
3367.215,2.733,7.014,72.869,5.207,57.467,75.555,16.238
3367.34,3.199,6.595,73.462,5.146,58.581,75.538,16.851
3367.465,3.538,6.162,74.484,5.093,59.623,75.534,17.491
3367.59,3.71,5.864,75.465,5.039,59.986,75.543,18.007
3367.715,3.693,5.773,76.534,4.956,60.167,75.567,18.294
3367.84,3.473,5.895,77.343,4.941,61.168,75.606,18.495
3367.965,3.103,6.192,77.576,4.933,62.644,75.658,18.801
3368.09,2.782,6.448,77.762,4.926,63.866,75.727,19.156
3368.215,2.611,6.503,78.016,4.99,64.6,75.808,19.179
3368.34,2.573,6.33,77.807,5.052,64.329,75.902,18.614
3368.465,2.581,5.956,77.066,5.103,62.512,76.009,17.546
3368.59,2.582,5.557,76.065,5.109,59.901,76.124,16.476
3368.715,2.568,5.267,74.664,5.001,57.936,76.248,15.834
3368.84,2.557,5.106,73.245,4.842,57.167,76.378,15.852
3368.965,2.55,5.021,72.72,4.745,57.419,76.511,16.427
3369.09,2.551,5.067,73.827,4.715,59.296,76.644,17.492
3369.215,2.542,5.387,76.597,4.682,63.239,76.774,18.933
3369.34,2.508,5.967,80.543,4.659,68.356,76.898,20.536
3369.465,2.455,6.559,84.704,4.669,72.358,77.012,21.927
3369.59,2.415,6.992,88.074,4.685,73.485,77.115,22.877
3369.715,2.387,7.401,90.384,4.663,72.619,77.203,23.513
3369.84,2.367,7.887,91.245,4.704,72.124,77.272,24.09
3369.965,2.383,8.305,90.799,4.832,72.988,77.323,24.537
3370.09,2.496,8.476,89.524,4.838,74.096,77.354,24.506
3370.215,2.735,8.339,87.873,4.795,73.678,77.365,23.803
3370.34,3.042,7.996,85.82,4.784,72.215,77.358,22.826
3370.465,3.344,7.454,83.576,4.792,71.629,77.334,21.979
3370.59,3.585,6.731,81.841,4.807,72.516,77.296,21.37
3370.715,3.748,5.96,80.841,4.803,73.518,77.247,20.884
3370.84,3.772,5.339,80.581,4.742,73.591,77.191,20.481
3370.965,3.589,4.978,81.038,4.718,74.294,77.132,20.153
3371.09,3.246,4.85,82.02,4.728,76.729,77.074,19.901
3371.215,2.914,4.889,83.053,4.712,79.246,77.022,19.793
3371.34,2.647,5.053,83.558,4.803,78.827,76.979,19.759
3371.465,2.36,5.488,82.9,4.925,74.759,76.947,19.487
3371.59,2.02,6.308,80.403,4.962,67.377,76.93,18.541
3371.715,1.776,6.969,76.684,5,58.448,76.93,17.188
3371.84,1.689,7.123,72.95,5.04,50.89,76.948,16.041
3371.965,1.692,7.127,71.279,5.053,48.928,76.984,15.728
3372.09,1.743,7.536,72.391,5.024,52.996,77.037,16.317
3372.215,1.866,8.623,75.603,4.867,60.547,77.108,17.655
3372.34,1.994,9.73,79.451,4.67,66.639,77.194,19.132
3372.465,2.074,10.184,82.697,4.577,69.383,77.293,20.038
3372.59,2.153,9.897,83.289,4.557,68.789,77.402,19.753
3372.715,2.246,9.471,81.431,4.532,66.7,77.519,18.772
3372.84,2.326,9.072,79.202,4.493,64.681,77.641,18.045
3372.965,2.359,8.715,78.738,4.45,64.937,77.765,18.577
3373.09,2.36,8.326,80.448,4.466,67.865,77.887,20.341
3373.215,2.313,8.07,84.155,4.633,71.647,78.004,22.89
3373.34,2.235,7.973,88.595,4.822,74.001,78.114,25.25
3373.465,2.174,7.786,92.545,4.885,75.466,78.214,26.734
3373.59,2.164,7.366,95.505,4.888,77.04,78.3,27.115
3373.715,2.263,6.826,97.099,4.896,78.821,78.371,26.606
3373.84,2.539,6.289,97.287,4.923,79.832,78.426,25.494
3373.965,3.01,5.796,96.347,4.945,79.599,78.461,24
3374.09,3.666,5.369,94.7,4.933,78.708,78.477,22.569
3374.215,4.424,5.106,92.403,4.91,77.621,78.474,21.644
3374.34,5.104,5.105,89.839,4.935,76.733,78.45,21.708
3374.465,5.511,5.335,87.964,4.966,76.251,78.407,22.654
3374.59,5.584,5.826,87.259,4.876,76.061,78.346,23.947
3374.715,5.213,6.81,87.598,4.705,76.666,78.265,24.572
3374.84,4.565,8.167,88.072,4.637,77.705,78.169,24.204
3374.965,3.797,9.621,88.112,4.636,78.396,78.057,23.22
3375.09,3.085,10.873,87.861,4.642,78.239,77.932,22.407
3375.215,2.457,11.944,87.641,4.662,77.54,77.796,22.122
3375.34,2.011,12.745,87.425,4.675,76.657,77.651,22.244
3375.465,1.788,13.08,87.396,4.68,75.772,77.501,22.129
3375.59,1.852,12.538,87.44,4.725,73.786,77.348,21.375
3375.715,2.422,10.682,86.47,4.776,68.953,77.198,20.093
3375.84,3.219,8.656,84.714,4.766,62.345,77.052,18.963
3375.965,3.78,7.518,83.537,4.752,57.778,76.915,18.435
3376.09,4.016,7.416,83.564,4.755,59.212,76.79,18.726
3376.215,4.329,7.669,84.595,4.742,64.509,76.679,19.418
3376.34,4.633,8.073,86.457,4.771,70.346,76.584,19.973
3376.465,4.704,8.358,87.314,4.917,73.391,76.507,19.881
3376.59,4.523,8.414,85.961,5.071,72.608,76.445,19.315
3376.715,3.899,8.292,82.688,5.132,67.909,76.398,18.601
3376.84,2.925,8.092,78.726,4.996,61.359,76.365,17.928
3376.965,2.103,7.891,75.523,4.696,55.811,76.342,17.301
3377.09,1.767,7.734,74.131,4.432,53.008,76.326,16.832
3377.215,1.697,7.628,73.91,4.327,52.362,76.315,16.709
3377.34,1.696,7.576,74.157,4.28,52.833,76.305,16.993
3377.465,1.739,7.54,74.761,4.149,53.897,76.293,17.689
3377.59,1.881,7.664,75.573,3.969,56.198,76.279,18.684
3377.715,2.181,8.089,76.833,3.866,60.987,76.26,19.933
3377.84,2.7,8.5,79.589,3.938,68.214,76.236,21.368
3377.965,3.215,8.599,83.524,4.146,74.932,76.208,22.689
3378.09,3.451,8.644,87.526,4.387,78.565,76.176,23.419
3378.215,3.35,9.004,90.878,4.576,78.151,76.141,23.08
3378.34,3.132,9.645,93.125,4.687,75.818,76.106,21.985
3378.465,2.822,10.558,92.89,4.7,73.603,76.072,20.705
3378.59,2.371,11.704,90.171,4.65,71.546,76.042,19.663
3378.715,1.864,12.752,86.515,4.624,68.316,76.016,18.836
3378.84,1.594,12.663,82.616,4.822,63.234,75.998,18.165
3378.965,1.658,11.301,78.874,5.142,58.257,75.989,17.623
3379.09,1.905,9.634,76.352,5.332,55.294,75.988,17.231
3379.215,2.213,8.423,75.678,5.308,55.302,75.997,17.067
3379.34,2.629,7.115,75.856,5.225,56.763,76.015,17.13
3379.465,3.072,5.712,76.589,5.156,58.484,76.042,17.357
3379.59,3.35,4.778,77.515,5.117,59.524,76.075,17.632
3379.715,3.423,4.479,78.037,5.101,60.236,76.114,17.925
3379.84,3.313,4.715,78.458,5.092,61.285,76.155,18.271
3379.965,3.043,5.372,78.993,5.03,62.843,76.197,18.615
3380.09,2.705,6.188,79.152,4.937,64.059,76.238,18.838
3380.215,2.404,6.909,79.202,4.87,64.447,76.275,18.892
3380.34,2.192,7.512,79.859,4.988,64.817,76.307,18.928
3380.465,2.066,8.007,80.827,5.242,65.859,76.334,19.151
3380.59,2.003,8.392,81.682,5.383,67.025,76.356,19.737
3380.715,1.964,8.641,82.551,5.422,66.916,76.373,20.537
3380.84,1.928,8.794,83.357,5.464,65.798,76.387,21.299
3380.965,1.896,8.913,83.798,5.531,66.267,76.399,21.836
3381.09,1.909,9.014,84.3,5.629,69.068,76.411,22.308
3381.215,2.007,9.019,85.05,5.75,72.928,76.425,22.924
3381.34,2.146,8.981,85.144,5.847,75.037,76.443,23.506
3381.465,2.342,8.871,84.214,5.893,74.489,76.466,23.377
3381.59,2.772,8.591,82.597,5.833,71.494,76.494,21.999
3381.715,3.31,8.292,80.371,5.625,66.859,76.527,19.858
3381.84,3.664,8.126,78.037,5.43,62.394,76.565,17.876
3381.965,3.686,8.085,76.745,5.387,60.346,76.605,16.573
3382.09,3.57,8.034,76.404,5.465,60.637,76.648,15.823
3382.215,3.366,7.984,76.242,5.568,61.309,76.691,15.487
3382.34,3.03,7.928,75.863,5.465,59.685,76.733,15.703
3382.465,2.655,7.855,75.339,5.121,56.536,76.773,16.466
3382.59,2.383,7.807,75.54,4.749,54.493,76.812,17.657
3382.715,2.269,7.921,77.713,4.594,56.918,76.85,19.129
3382.84,2.271,8.094,81.08,4.619,64.426,76.888,20.675
3382.965,2.359,8.053,84.494,4.779,74.796,76.927,21.945
3383.09,2.409,7.901,86.81,5.038,82.527,76.97,22.375
3383.215,2.378,7.858,87.215,5.266,84.227,77.018,21.857
3383.34,2.25,7.989,85.266,5.324,80.052,77.072,20.628
3383.465,2.013,8.534,82.117,5.325,74.403,77.133,19.303
3383.59,1.773,9.384,79.353,5.376,69.9,77.2,18.308
3383.715,1.654,9.992,77.974,5.412,67.425,77.274,17.917
3383.84,1.615,10.214,77.383,5.441,66.376,77.351,17.99
3383.965,1.611,10.209,77.031,5.505,66.114,77.431,18.298
3384.09,1.636,10.01,76.951,5.553,65.673,77.509,18.639
3384.215,1.714,9.466,77.183,5.451,64.141,77.583,18.891
3384.34,1.842,8.736,77.812,5.116,61.779,77.651,18.991
3384.465,1.97,8.162,79.505,4.699,59.589,77.71,18.958
3384.59,2.076,7.858,82.262,4.482,58.619,77.759,19.021
3384.715,2.3,7.615,85.195,4.54,60.361,77.798,19.551
3384.84,2.973,7.354,87.736,4.632,65.737,77.825,20.855
3384.965,3.868,7.701,90.18,4.656,73.935,77.844,22.76
3385.09,4.373,8.887,91.632,4.637,83.31,77.853,24.502
3385.215,4.4,9.954,90.992,4.608,91.276,77.856,24.869
3385.34,4.346,10.287,88.557,4.668,94.997,77.853,23.607
3385.465,4.289,9.984,84.577,4.882,91.6,77.844,21.465
3385.59,4.167,8.875,79.892,5.135,83.051,77.831,19.557
3385.715,4.093,7.195,75.826,5.347,72.81,77.812,18.148
3385.84,4.057,6.091,73.638,5.338,65.453,77.787,17.199
3385.965,3.97,5.846,73.236,5.011,62.709,77.753,16.636
3386.09,3.797,6.087,74.246,4.486,64.194,77.71,16.483
3386.215,3.537,6.547,75.473,4.086,66.54,77.655,16.592
3386.34,3.193,7.279,76.239,3.944,66.542,77.587,16.705
3386.465,2.773,8.307,76.96,3.987,64.16,77.506,16.725
3386.59,2.408,9.285,78.264,4.048,62.071,77.41,16.865
3386.715,2.158,9.993,79.967,4.099,61.624,77.302,17.435
3386.84,2.04,10.644,82.029,4.2,63.17,77.183,18.731
3386.965,2.206,11.374,84.848,4.479,67.294,77.054,20.591
3387.09,2.908,11.851,88.337,4.93,74.351,76.918,22.561
3387.215,3.854,11.828,91.856,5.365,82.335,76.779,23.86
3387.34,4.467,11.682,93.974,5.6,88.089,76.64,23.883
3387.465,4.618,11.603,93.201,5.64,89.889,76.502,22.238
3387.59,4.206,11.261,89.363,5.639,85.685,76.369,19.243
3387.715,3.426,10.002,83.659,5.605,75.679,76.243,16.159
3387.84,2.771,7.663,76.767,5.397,62,76.126,13.972
3387.965,2.602,5.574,71.083,5.02,50.16,76.018,13.071
3388.09,2.606,4.619,68.949,4.668,43.862,75.92,13.268
3388.215,2.645,4.522,70.443,4.503,43.628,75.833,14.404
3388.34,2.823,4.558,73.124,4.467,47.349,75.756,15.983
3388.465,3.191,4.733,75.886,4.451,53.205,75.688,17.42
3388.59,3.504,5.035,78.519,4.437,58.775,75.63,18.192
3388.715,3.524,5.297,80.256,4.465,62.318,75.58,18.43
3388.84,3.36,5.455,80.467,4.65,64.175,75.537,18.447
3388.965,3.248,5.554,79.736,5.008,65.402,75.501,18.344
3389.09,3.246,5.675,79.221,5.364,65.745,75.469,17.991
3389.215,3.387,5.859,78.802,5.578,64.433,75.442,17.405
3389.34,3.673,6.152,77.704,5.578,62.273,75.417,16.911
3389.465,3.929,6.561,76.292,5.474,60.697,75.393,16.751
3389.59,4,7.128,75.638,5.394,60.058,75.369,16.956
3389.715,3.885,7.92,76.127,5.367,60.327,75.343,17.367
3389.84,3.588,8.865,76.942,5.376,61.939,75.315,17.826
3389.965,3.183,9.639,77.626,5.401,64.085,75.283,18.135
3390.09,2.807,10.04,78.437,5.427,64.402,75.247,18.087
3390.215,2.493,10.041,78.794,5.459,62.348,75.208,17.714
3390.34,2.283,9.628,77.822,5.469,59.407,75.164,17.326
3390.465,2.208,9.091,76.786,5.459,56.997,75.118,17.234
3390.59,2.213,8.684,76.733,5.428,56.006,75.069,17.501
3390.715,2.251,8.346,77.765,5.354,58.033,75.019,17.978
3390.84,2.343,7.955,79.73,5.274,62.428,74.97,18.386
3390.965,2.481,7.583,82.294,5.312,67.03,74.923,18.432
3391.09,2.626,7.321,83.751,5.529,68.882,74.88,17.857
3391.215,2.892,6.841,83.137,5.777,66.986,74.843,16.793
3391.34,3.436,5.845,80.59,5.89,61.993,74.813,15.587
3391.465,4.01,4.804,77.079,5.873,56.832,74.791,14.672
3391.59,4.357,4.17,73.702,5.826,53.721,74.778,14.249
3391.715,4.5,3.937,71.733,5.731,53.586,74.777,14.42
3391.84,4.569,3.949,71.283,5.606,54.59,74.786,14.903
3391.965,4.589,4.197,71.912,5.495,55.092,74.806,15.338
3392.09,4.551,4.646,72.995,5.403,54.533,74.837,15.471
3392.215,4.459,5.232,73.853,5.285,53.976,74.878,15.505
3392.34,4.241,6.126,74.414,5.145,54.758,74.928,15.658
3392.465,3.876,7.22,74.838,5.088,57.108,74.986,15.931
3392.59,3.526,7.982,75.116,5.088,59.119,75.049,16.156
3392.715,3.278,8.203,75.283,5.066,59.779,75.117,16.266
3392.84,3.051,8.261,75.331,5.034,59.632,75.188,16.349
3392.965,2.856,8.314,75.408,5.022,59.422,75.26,16.514
3393.09,2.719,8.346,75.939,5.031,59.83,75.33,16.825
3393.215,2.601,8.445,76.736,5.03,60.667,75.399,17.187
3393.34,2.455,8.669,77.392,5.032,61.101,75.465,17.465
3393.465,2.307,8.98,78.133,5.075,60.912,75.527,17.62
3393.59,2.228,9.143,79.16,5.153,61.354,75.584,17.819
3393.715,2.263,8.9,80.154,5.305,63.556,75.637,18.164
3393.84,2.361,8.313,81.079,5.583,66.808,75.685,18.593
3393.965,2.44,7.776,81.771,5.886,69.132,75.728,18.924
3394.09,2.454,7.468,81.609,6.041,69.653,75.768,19.044
3394.215,2.376,7.292,80.855,5.918,68.412,75.805,19.005
3394.34,2.183,7.268,80.263,5.585,65.9,75.839,18.912
3394.465,1.92,7.458,79.907,5.166,62.919,75.87,18.763
3394.59,1.72,7.766,79.928,4.794,61.08,75.9,18.566
3394.715,1.61,8.134,80.439,4.539,61.387,75.928,18.439
3394.84,1.564,8.555,80.897,4.44,63.363,75.954,18.523
3394.965,1.572,8.932,80.834,4.471,64.615,75.979,18.7
3395.09,1.636,9.139,80.342,4.648,64.197,76.002,18.753
3395.215,1.74,9.141,79.789,4.953,62.93,76.022,18.594
3395.34,1.852,9.014,79.485,5.234,62.644,76.038,18.429
3395.465,1.956,8.868,79.35,5.349,63.469,76.05,18.388
3395.59,2.054,8.745,79.172,5.321,63.748,76.055,18.397
3395.715,2.182,8.586,79.084,5.279,63.257,76.055,18.309
3395.84,2.391,8.315,79.255,5.227,63.096,76.047,18.14
3395.965,2.683,7.947,79.628,5.192,63.907,76.031,18.103
3396.09,2.948,7.561,80.082,5.175,65.112,76.006,18.31
3396.215,3.078,7.22,80.545,5.171,66.207,75.974,18.701
3396.34,3.073,6.989,80.83,5.163,66.964,75.933,19.068
3396.465,2.964,6.901,80.799,5.17,67.071,75.886,19.356
3396.59,2.718,6.961,80.725,5.2,66.274,75.834,19.659
3396.715,2.396,7.048,81.084,5.199,65.606,75.777,20.018
3396.84,2.101,7.123,81.757,5.173,65.85,75.719,20.331
3396.965,1.936,7.162,82.243,5.236,66.108,75.66,20.401
3397.09,1.908,7.106,82.402,5.366,65.477,75.603,20.181
3397.215,1.971,6.897,82.027,5.45,64.494,75.548,19.679
3397.34,2.094,6.609,80.711,5.51,64.145,75.498,18.913
3397.465,2.304,6.351,79.224,5.514,63.681,75.453,17.982
3397.59,2.713,6.117,78.561,5.359,61.751,75.413,17.099
3397.715,3.276,5.86,78.123,5.037,58.692,75.378,16.522
3397.84,3.736,5.646,77.385,4.696,56.558,75.348,16.3
3397.965,3.892,5.564,76.928,4.588,56.218,75.322,16.365
3398.09,3.912,5.529,76.459,4.684,56.238,75.299,16.544
3398.215,3.91,5.477,75.533,4.765,55.943,75.277,16.753
3398.34,3.786,5.453,75.158,4.754,56.286,75.256,16.913
3398.465,3.448,5.554,75.83,4.758,57.669,75.234,16.932
3398.59,3.041,5.704,76.864,4.817,59.572,75.212,16.789
3398.715,2.81,5.775,77.766,4.845,60.808,75.189,16.636
3398.84,2.752,5.827,78.573,4.848,61.4,75.165,16.72
3398.965,2.742,6.038,79.113,4.832,61.964,75.141,17.164
3399.09,2.703,6.464,79.343,4.818,63.363,75.118,17.673
3399.215,2.658,6.918,79.489,4.834,65.287,75.098,17.852
3399.34,2.626,7.279,79.465,4.844,66.28,75.082,17.579
3399.465,2.543,7.709,79.013,4.841,65.061,75.073,17.193
3399.59,2.364,8.254,78.246,4.888,62.217,75.069,16.977
3399.715,2.172,8.633,77.536,4.998,59.815,75.073,16.985
3399.84,2.049,8.748,77.177,5.125,59.399,75.084,16.979
3399.965,1.982,8.745,77.106,5.271,60.344,75.102,16.719
3400.09,1.931,8.696,76.956,5.488,60.54,75.125,16.098
3400.215,1.898,8.47,76.484,5.778,59.021,75.151,15.412
3400.34,1.893,8.079,75.655,6.049,56.473,75.178,14.928
3400.465,1.905,7.809,74.751,6.123,54.3,75.204,14.694
3400.59,1.92,7.762,74.128,6.016,52.79,75.226,14.622
3400.715,1.935,7.853,73.957,5.839,52.229,75.243,14.852
3400.84,1.968,8.189,74.635,5.694,53.452,75.25,15.678
3400.965,2.053,8.868,76.237,5.528,56.806,75.249,17.131
3401.09,2.196,9.591,77.999,5.235,61.179,75.235,18.891
3401.215,2.311,9.987,79.577,4.879,64.941,75.209,20.316
3401.34,2.318,10.1,81.324,4.623,67.909,75.172,21.126
3401.465,2.245,10.032,82.81,4.62,70.372,75.121,21.384
3401.59,2.188,9.882,83.69,4.84,72.235,75.059,21.35
3401.715,2.146,9.714,84.121,5.22,72.697,74.987,20.981
3401.84,2.191,9.09,83.873,5.563,70.413,74.906,20.217
3401.965,2.541,7.663,82.784,5.684,65.401,74.82,19.305
3402.09,3.183,5.917,80.959,5.528,58.909,74.73,18.489
3402.215,3.636,4.916,78.829,5.272,54.927,74.64,17.867
3402.34,3.716,4.668,77.074,5.112,54.929,74.553,17.381
3402.465,3.635,4.718,76.153,5.132,57.033,74.471,16.98
3402.59,3.52,4.999,75.694,5.331,57.725,74.397,16.641
3402.715,3.219,5.734,75.376,5.581,56.451,74.334,16.386
3402.84,2.706,6.894,75.295,5.717,54.909,74.285,16.236
3402.965,2.185,8.065,75.326,5.703,54.658,74.25,16.073
3403.09,1.808,8.97,75.144,5.616,55.339,74.23,15.748
3403.215,1.585,9.579,74.559,5.457,55.703,74.226,15.202
3403.34,1.443,9.932,73.578,5.359,54.682,74.238,14.613
3403.465,1.378,9.86,72.221,5.525,52.501,74.265,14.115
3403.59,1.435,9.293,70.84,5.786,50.761,74.307,13.778
3403.715,1.562,8.548,69.919,5.899,49.667,74.36,13.625
3403.84,1.694,7.902,69.887,5.895,49.114,74.423,13.732
3403.965,1.827,7.404,70.78,5.839,49.682,74.495,14.144
3404.09,1.994,6.936,72.125,5.683,51.522,74.574,14.828
3404.215,2.159,6.532,73.637,5.318,54.119,74.656,15.729
3404.34,2.249,6.318,75.312,4.858,56.769,74.741,16.69
3404.465,2.271,6.246,76.99,4.533,60.183,74.828,17.595
3404.59,2.269,6.179,78.271,4.508,64.268,74.914,18.33
3404.715,2.279,6.059,78.962,4.659,66.644,74.998,18.73
3404.84,2.307,5.873,78.864,4.864,66.091,75.082,18.57
3404.965,2.361,5.572,78.158,4.99,63.495,75.164,17.845
3405.09,2.42,5.296,77.548,5.036,60.981,75.244,17.07
3405.215,2.463,5.17,77.309,5.044,59.764,75.323,16.678
3405.34,2.511,5.187,77.546,5.046,60.372,75.403,16.8
3405.465,2.585,5.32,78.225,5.108,62.281,75.482,17.178
3405.59,2.712,5.565,78.945,5.193,64.462,75.562,17.488
3405.715,2.851,5.841,79.402,5.182,66.177,75.643,17.482
3405.84,2.995,6.083,79.536,5.157,66.831,75.726,17.202
3405.965,3.151,6.394,79.104,5.13,65.634,75.808,16.911
3406.09,3.282,6.928,78.541,5.097,62.969,75.891,16.908
3406.215,3.314,7.565,78.31,5.051,60.149,75.973,17.226
3406.34,3.258,8.025,78.406,4.99,58.636,76.051,17.628
3406.465,3.132,8.351,78.862,4.93,58.736,76.125,17.789
3406.59,2.87,8.775,79.66,4.885,60.651,76.192,17.632
3406.715,2.502,9.287,80.042,4.832,63.919,76.248,17.442
3406.84,2.224,9.628,79.78,4.695,66.366,76.293,17.585
3406.965,2.125,9.66,79.447,4.545,66.489,76.323,18.258
3407.09,2.151,9.493,79.561,4.54,65.486,76.336,19.371
3407.215,2.239,9.196,80.052,4.567,65.787,76.331,20.658
3407.34,2.382,8.804,81.068,4.548,68.124,76.305,21.788
3407.465,2.49,8.536,82.406,4.536,70.335,76.259,22.413
3407.59,2.522,8.442,83.28,4.56,71.015,76.192,22.377
3407.715,2.478,8.47,83.308,4.595,70.628,76.105,21.668
3407.84,2.386,8.606,83.246,4.604,70.423,76.001,20.592
3407.965,2.216,8.969,83.241,4.604,70.464,75.881,19.35
3408.09,2.038,9.394,82.813,4.61,70.112,75.749,18.125
3408.215,1.933,9.664,81.991,4.626,69.525,75.608,17.08
3408.34,1.925,9.686,80.87,4.653,68.651,75.464,16.382
3408.465,1.967,9.57,79.624,4.686,66.844,75.32,16.177
3408.59,2.042,9.302,78.624,4.723,64.261,75.181,16.381
3408.715,2.128,8.871,78.053,4.756,62.064,75.05,16.744
3408.84,2.201,8.349,77.898,4.784,61.19,74.932,16.85
3408.965,2.261,7.748,77.96,4.82,60.487,74.829,16.545
3409.09,2.342,6.833,77.583,4.887,58.074,74.744,15.906
3409.215,2.443,5.668,76.413,4.992,54.113,74.678,15.196
3409.34,2.52,4.654,74.978,5.12,49.904,74.63,14.546
3409.465,2.538,4.218,74.028,5.219,47.143,74.604,14.084
3409.59,2.532,4.122,73.47,5.267,46.423,74.594,13.915
3409.715,2.516,4.193,73.111,5.29,47.77,74.601,14.133
3409.84,2.484,4.416,73.141,5.302,50.353,74.622,14.654
3409.965,2.444,4.739,73.453,5.311,52.467,74.653,15.167
3410.09,2.405,5.099,73.627,5.317,53.566,74.691,15.444
3410.215,2.38,5.475,73.575,5.212,54.941,74.732,15.532
3410.34,2.437,5.785,73.645,4.983,56.952,74.773,15.663
3410.465,2.621,5.955,74.072,4.819,58.63,74.81,15.986
3410.59,2.873,6.008,74.755,4.813,59.364,74.839,16.423
3410.715,3.181,5.974,75.622,4.852,60.141,74.858,16.834
3410.84,3.592,5.837,76.738,4.875,62.054,74.863,17.128
3410.965,3.972,5.692,77.797,4.899,64.613,74.855,17.323
3411.09,4.168,5.657,78.39,4.945,66.679,74.832,17.445
3411.215,4.172,5.778,78.257,4.995,66.998,74.793,17.553
3411.34,4.047,6.05,77.647,5.027,65.548,74.741,17.679
3411.465,3.807,6.439,76.86,5.075,63.442,74.678,17.762
3411.59,3.517,6.876,76.228,5.233,62.281,74.607,17.657
3411.715,3.251,7.248,76.037,5.491,62.303,74.533,17.286
3411.84,3.052,7.501,76.18,5.684,62.957,74.46,16.652
3411.965,2.934,7.563,75.986,5.618,63.343,74.392,15.973
3412.09,2.826,7.437,75.425,5.328,62.785,74.336,15.463
3412.215,2.742,6.912,74.771,5.034,60.724,74.296,15.149
3412.34,2.747,5.96,74.117,4.92,57.866,74.276,14.798
3412.465,2.756,4.838,73.588,4.943,55.124,74.278,14.353
3412.59,2.682,3.979,73.148,4.971,53.001,74.309,14.001
3412.715,2.575,3.478,72.651,4.986,51.531,74.367,13.801
3412.84,2.492,3.264,72.093,5.048,50.41,74.452,13.586
3412.965,2.504,3.314,71.113,5.234,49.017,74.565,13.232
3413.09,2.623,3.59,69.991,5.478,47.411,74.702,12.969
3413.215,2.792,3.956,69.545,5.593,46.165,74.861,13.088
3413.34,2.943,4.268,69.681,5.345,45.887,75.036,13.612
3413.465,3.113,4.609,69.987,4.838,46.654,75.222,14.246
3413.59,3.311,5.069,70.893,4.379,48.815,75.414,14.751
3413.715,3.414,5.691,72.304,4.204,52.847,75.605,15.24
3413.84,3.423,6.424,73.779,4.331,58.56,75.789,16.025
3413.965,3.597,6.993,75.793,4.755,64.749,75.96,17.308
3414.09,4.012,7.234,78.425,5.28,69.459,76.112,18.76
3414.215,4.47,7.282,80.943,5.623,71.625,76.242,19.976
3414.34,4.751,7.388,83.218,5.605,71.941,76.343,20.691
3414.465,4.861,7.57,85.235,5.516,72.649,76.416,21.063
3414.59,4.84,7.822,86.198,5.498,73.965,76.458,21.221
3414.715,4.769,8.13,86.17,5.518,74.637,76.466,21.246
3414.84,4.73,8.341,85.943,5.521,75.054,76.446,21.075
3414.965,4.708,8.305,85.302,5.478,76.616,76.395,20.541
3415.09,4.666,8.109,84.163,5.417,79.042,76.318,19.737
3415.215,4.625,7.805,82.886,5.383,79.841,76.22,19.029
3415.34,4.631,7.131,81.437,5.372,77.128,76.102,18.691
3415.465,4.413,6.166,79.963,5.346,72.885,75.97,18.605
3415.59,3.805,5.375,78.889,5.194,68.688,75.829,18.604
3415.715,3.043,5.105,78.405,4.879,65.234,75.683,18.604
3415.84,2.522,5.066,78.279,4.62,62.724,75.538,18.435
3415.965,2.258,5.08,78.115,4.558,61.075,75.396,17.844
3416.09,2.212,5.066,77.369,4.691,59.602,75.265,16.789
3416.215,2.353,4.987,76.214,4.922,57.422,75.146,15.741
3416.34,2.661,4.812,75.036,5.218,54.884,75.042,15.097
